top	"Animalia"
rangen	"(alle)
statussen	"(0,0a,1,1a,1b,2,2a,2b,2c,2d,3a,3b,3c,3cE,3d,4)"

"scientific_name"	"common_name"	"rank"	"nsr_id"	"presence_status"	
"Stenostomum unicolor Schmidt, 1848"	""	"soort"	"0AHCYSI07010"	"1a"	
"Stenotaenia linearis (Koch, 1835)"	"Rozetaardkruiper"	"soort"	"0AHCYFAOKSLR"	"1a"	
"Stenothoe marina (Bate, 1856)"	""	"soort"	"0AHCYSI04137"	"1a"	
"Stenothoe monoculoides (Montagu, 1815)"	""	"soort"	"0AHCYSI04138"	"1a"	
"Stenothoe valida Dana, 1852"	""	"soort"	"0AHCYSI04139"	"1a"	
"Stenothrips graminum Uzel, 1895"	"Havertrips"	"soort"	"0AHCYFAQZKGX"	"1a"	
"Stenotus binotatus (Fabricius, 1794)"	""	"soort"	"0AHCYSICTBNK"	"1a"	
"Stenurella bifasciata (Müller, 1776)"	"Ruitvlek-smalboktor"	"soort"	"0AHCYFBRTIVW"	"1a"	
"Stenurella melanura (Linnaeus, 1758)"	"Tweekleurige smalboktor"	"soort"	"0AHCYFBRTJWP"	"1a"	
"Stenurella nigra (Linnaeus, 1758)"	"Kleine zwarte smalboktor"	"soort"	"0AHCYFBRTKXT"	"1a"	
"Stenurus globicephalae Baylis & Daubney, 1925"	""	"soort"	"0JE705NUHSIV"	"1a"	
"Stenurus minor (Kühn, 1829)"	""	"soort"	"03ZYLSQFW8A1"	"1a"	
"Stenurus ovatus (von Linstow, 1910)"	""	"soort"	"0AW4VGL8UTJN"	"1a"	
"Stenus aceris Stephens, 1833"	""	"soort"	"0AHCYFBYHTOK"	"1a"	
"Stenus argus Gravenhorst, 1806"	""	"soort"	"0AHCYFBYHUUA"	"1a"	
"Stenus asphaltinus Erichson, 1840"	""	"soort"	"0AHCYFBYHVZE"	"1a"	
"Stenus assequens Rey, 1884"	""	"soort"	"0AHCYFBYHXIU"	"1a"	
"Stenus ater Mannerheim, 1830"	""	"soort"	"0AHCYFBYHYNY"	"1a"	
"Stenus aterrimus Erichson, 1839"	"Mierengrootoogkortschildkever"	"soort"	"0AHCYFBYHZTD"	"1a"	
"Stenus atratulus Erichson, 1839"	""	"soort"	"0AHCYFBYIAYH"	"1a"	
"Stenus bifoveolatus Gyllenhal, 1827"	""	"soort"	"0AHCYFBYICDL"	"1a"	
"Stenus biguttatus (Linnaeus, 1758)"	""	"soort"	"0AHCYFBYIDIP"	"1a"	
"Stenus bimaculatus Gyllenhal, 1810"	"Oever-grootoogkortschildkever"	"soort"	"0AHCYFBYIESF"	"1a"	
"Stenus binotatus Ljungh, 1804"	""	"soort"	"0AHCYFBYIFXV"	"1a"	
"Stenus bohemicus Machulka, 1947"	""	"soort"	"0AHCYFBYIHCZ"	"1a"	
"Stenus boops Ljungh, 1810"	""	"soort"	"0AHCYFBYIIID"	"1a"	
"Stenus brevipennis Thomson, 1851"	""	"soort"	"0AHCYFBYIJNH"	"1a"	
"Stenus brunnipes Stephens, 1833"	""	"soort"	"0AHCYFBYIKSM"	"1a"	
"Stenus butrintensis Smetana, 1959"	""	"soort"	"000000025555"	"1a"	
"Stenus calcaratus Scriba, 1864"	""	"soort"	"0AHCYFBYILXQ"	"1a"	
"Stenus canaliculatus Gyllenhal, 1827"	""	"soort"	"0AHCYFBYINCU"	"1a"	
"Stenus carbonarius Gyllenhal, 1827"	""	"soort"	"0AHCYFBYIOHY"	"1a"	
"Stenus cautus Erichson, 1839"	""	"soort"	"0AHCYFBYIPNC"	"3b"	
"Stenus cicindeloides (Schaller, 1783)"	""	"soort"	"0AHCYFBYIRBE"	"1a"	
"Stenus circularis Gravenhorst, 1802"	""	"soort"	"0AHCYFBYISGU"	"1a"	
"Stenus clavicornis (Scopoli, 1763)"	"Grootoogkortschildkever"	"soort"	"0AHCYFBYITLY"	"1a"	
"Stenus comma Leconte, 1863"	"Tweepunt-grootoogkortschildkever"	"soort"	"0AHCYFBYIURC"	"1a"	
"Stenus contumax Assing, 1994"	""	"soort"	"000000025556"	"1a"	
"Stenus crassus Stephens, 1833"	""	"soort"	"0AHCYFBYIVWG"	"1a"	
"Stenus europaeus Puthz, 1966"	""	"soort"	"0AHCYFBYIXBL"	"1a"	
"Stenus flavipalpis Thomson, 1860"	""	"soort"	"0AHCYFBYIYGP"	"3b"	
"Stenus flavipes Stephens, 1833"	""	"soort"	"0AHCYFBYIZLT"	"1a"	
"Stenus formicetorum Mannerheim, 1843"	""	"soort"	"0AHCYFBYJAQX"	"1a"	
"Stenus fornicatus Stephens, 1833"	""	"soort"	"0AHCYFBYJBWB"	"1a"	
"Stenus fossulatus Erichson, 1840"	""	"soort"	"0AHCYFBYJDBF"	"1a"	
"Stenus fulvicornis Stephens, 1833"	""	"soort"	"0AHCYFBYJEGV"	"1a"	
"Stenus fuscicornis Erichson, 1840"	""	"soort"	"0AHCYFBYJFLZ"	"1a"	
"Stenus fuscipes Gravenhorst, 1802"	""	"soort"	"0AHCYFBYJGRE"	"1a"	
"Stenus gallicus Fauvel, 1873"	""	"soort"	"0AHCYFBYJHWI"	"1a"	
"Stenus geniculatus Gravenhorst, 1806"	"Langtongige kortschildkever"	"soort"	"0AHCYFBYJJBM"	"1a"	
"Stenus glabellus Thomson, 1870"	""	"soort"	"0AHCYFBYJKGQ"	"1a"	
"Stenus guttula Müller, 1821"	""	"soort"	"0AHCYFBYJLLU"	"1a"	
"Stenus humilis Erichson, 1839"	""	"soort"	"0AHCYFBYJMQZ"	"1a"	
"Stenus impressus Germar, 1824"	""	"soort"	"0AHCYFBYJNWD"	"1a"	
"Stenus incanus Erichson, 1839"	""	"soort"	"0895E5D94350"	"3b"	
"Stenus incrassatus Erichson, 1839"	""	"soort"	"0AHCYFBYJPBH"	"1a"	
"Stenus juno (Paykull, 1789)"	""	"soort"	"0AHCYFBYJQGX"	"1a"	
"Stenus kiesenwetteri Rosenhauer, 1856"	""	"soort"	"0AHCYFBYJRMB"	"1a"	
"Stenus latifrons Erichson, 1839"	""	"soort"	"0AHCYFBYJSRF"	"1a"	
"Stenus leprieuri Cussac, 1851"	""	"soort"	"0AHCYFBYJTWJ"	"1a"	
"Stenus longitarsis Thomson, 1851"	""	"soort"	"0AHCYFBYJVBN"	"1a"	
"Stenus ludyi Fauvel, 1886"	""	"soort"	"0AHCYFBYJWGS"	"3b"	
"Stenus lustrator Erichson, 1839"	""	"soort"	"0AHCYFBYJXLW"	"1a"	
"Stenus melanarius Stephens, 1833"	""	"soort"	"0AHCYFBYJYRA"	"1a"	
"Stenus melanopus (Marsham, 1802)"	""	"soort"	"0AHCYFBYJZWE"	"1a"	
"Stenus morio Gravenhorst, 1806"	""	"soort"	"0AHCYFBYKBBI"	"1a"	
"Stenus nanus Stephens, 1833"	""	"soort"	"0AHCYFBYKCGY"	"1a"	
"Stenus nigritulus Gyllenhal, 1827"	""	"soort"	"0AHCYFBYKDMC"	"1a"	
"Stenus nitens Stephens, 1833"	""	"soort"	"0AHCYFBYKERG"	"1a"	
"Stenus nitidiusculus Stephens, 1833"	""	"soort"	"0AHCYFBYKFWL"	"1a"	
"Stenus niveus Fauvel, 1865"	""	"soort"	"0AHCYFBYKHBP"	"1a"	
"Stenus ochropus Kiesenwetter, 1858"	""	"soort"	"0AHCYFBYKIGT"	"1a"	
"Stenus opticus Gravenhorst, 1806"	""	"soort"	"0AHCYFBYKJLX"	"1a"	
"Stenus oscillator Rye, 1870"	""	"soort"	"0AHCYFBYKKRB"	"1a"	
"Stenus ossium Stephens, 1833"	""	"soort"	"0AHCYFBYKLWG"	"1a"	
"Stenus pallipes Gravenhorst, 1802"	""	"soort"	"0AHCYFBYKNBK"	"1a"	
"Stenus pallitarsis Stephens, 1833"	""	"soort"	"0AHCYFBYKOGZ"	"1a"	
"Stenus palposus Zetterstedt, 1838"	""	"soort"	"0AHCYFBYKRNP"	"1a"	
"Stenus palustris Erichson, 1839"	""	"soort"	"0AHCYFBYKSST"	"1a"	
"Stenus picipennis Erichson, 1840"	""	"soort"	"0AHCYFBYKTXX"	"1a"	
"Stenus picipes Stephens, 1833"	""	"soort"	"0AHCYFBYKVDB"	"1a"	
"Stenus proditor Erichson, 1839"	""	"soort"	"0AHCYFBYKWIF"	"1a"	
"Stenus providus Erichson, 1839"	""	"soort"	"0AHCYFBYKXNJ"	"1a"	
"Stenus pubescens Stephens, 1833"	""	"soort"	"0AHCYFBYKYSO"	"1a"	
"Stenus pumilio Erichson, 1839"	""	"soort"	"0AHCYFBYKZYD"	"1a"	
"Stenus pusillus Stephens, 1833"	""	"soort"	"0AHCYFBYLBDI"	"1a"	
"Stenus salinus Brisout, 1863"	""	"soort"	"0EFC64AE4C5C"	"3b"	
"Stenus scrutator Erichson, 1840"	""	"soort"	"0AHCYFBYLCIM"	"1a"	
"Stenus similis (Herbst, 1784)"	""	"soort"	"0AHCYFBYLDNQ"	"1a"	
"Stenus solutus Erichson, 1840"	""	"soort"	"0AHCYFBYLESU"	"1a"	
"Stenus stigmula Erichson, 1840"	""	"soort"	"0AHCYFBYLFXY"	"1a"	
"Stenus subaeneus Erichson, 1840"	""	"soort"	"0AHCYFBYLHDD"	"1a"	
"Stenus subdepressus Mulsant & Rey, 1861"	""	"soort"	"0AHCYFBYLIMS"	"1a"	
"Stenus sylvester Erichson, 1839"	""	"soort"	"0AHCYFBYLJRX"	"3b"	
"Stenus tarsalis Ljungh, 1810"	""	"soort"	"0AHCYFBYLKXB"	"1a"	
"Stenus umbratilis (Casey, 1884)"	""	"soort"	"000000025557"	"1a"	
"Stephanitis oberti (Kolenati, 1857)"	""	"soort"	"0AHCYSIDDZKZ"	"1a"	
"Stephanitis pyrioides (Scott, 1874)"	""	"soort"	"000000025297"	"2c"	
"Stephanitis rhododendri Horváth, 1905"	"Japanse vlieg"	"soort"	"0AHCYSIDEALR"	"2a"	
"Stephanitis takeyai Drake & Maa, 1955"	""	"soort"	"0AHCYSIDEBMK"	"2b"	
"Stephanoceros fimbriatus (Goldfusz, 1820)"	""	"soort"	"0AHCYSI04777"	"1a"	
"Stephanoprora pseudoechinata (Olsson, 1876)"	""	"soort"	"0AHCYSI07239"	"1a"	
"Stephanus serrator (Fabricius, 1798)"	""	"soort"	"0AHCYFAWWWMX"	"1a"	
"Stephensia brunnichella (Linnaeus, 1767)"	"Halsbandmineermot"	"soort"	"0AHCYFCIROSM"	"1a"	
"Stephostethus alternans (Mannerheim, 1844)"	""	"soort"	"0XEQ41LUKTEK"	"1a"	
"Stephostethus angusticollis (Gyllenhal, 1827)"	""	"soort"	"0AHCYFBVCSSE"	"1a"	
"Stephostethus lardarius (De Geer, 1775)"	"Dwergspektor"	"soort"	"0AHCYFBVCTSW"	"1a"	
"Stephostethus pandellei (Brisout, 1863)"	""	"soort"	"0AHCYFBVCUTP"	"1a"	
"Stephostethus rugicollis (Olivier, 1790)"	""	"soort"	"0AHCYFBVCVUH"	"1a"	
"Stercorarius longicaudus Vieillot, 1819"	"Kleinste jager"	"soort"	"000464942809"	"1b"	
"Stercorarius parasiticus (Linnaeus, 1758)"	"Kleine jager"	"soort"	"000464942816"	"1b"	
"Stercorarius pomarinus (Temminck, 1815)"	"Middelste jager"	"soort"	"000464942823"	"1b"	
"Stercorarius skua (Brünnich, 1764)"	"Grote jager"	"soort"	"0AHCYFCPJCSE"	"1b"	
"Stercutus niveus Michaelsen, 1888"	""	"soort"	"0IL31CFGXU4U"	"4"	
"Stereobalanus canadensis Spengel, 1893"	""	"soort"	"0TWSTXDLWDY3"	"1a"	
"Stereocorynes truncorum (Germar, 1824)"	""	"soort"	"0AHCYFBTSBXF"	"1a"	
"Stereonychus fraxini (De Geer, 1775)"	""	"soort"	"0AHCYFBTSDUE"	"1a"	
"Sterictiphora geminata (Gmelin, 1790)"	""	"soort"	"0AHCYFAREDWY"	"1a"	
"Sterna acuflavida Cabot, 1847"	"Amerikaanse grote stern"	"soort"	"0X7XUU9E9ITI"	"1b"	
"Sterna dougallii Montagu, 1813"	"Dougalls stern"	"soort"	"000464943144"	"1b"	
"Sterna forsteri Nuttall, 1834"	"Forsters stern"	"soort"	"000464943449"	"1b"	
"Sterna hirundo Linnaeus, 1758"	"Visdief"	"soort"	"000464942960"	"1a"	
"Sterna paradisaea Pontoppidan, 1763"	"Noordse stern"	"soort"	"000464943270"	"1a"	
"Sterna sandvicensis Latham, 1787"	"Grote stern"	"soort"	"000464943277"	"1a"	
"Sternochetus mangiferae (Fabricius, 1775)"	""	"soort"	"02B2AFEE46AF"	"2d"	
"Sternostoma strigitis Butenko, 1976"	""	"soort"	"06RQAWNU7GWR"	"1a"	
"Sternostoma tracheacolum Lawrence, 1948"	""	"soort"	"0WH7QRIU5D6K"	"1a"	
"Sternula albifrons (Pallas, 1764)"	"Dwergstern"	"soort"	"000464942830"	"1a"	
"Steromphala cineraria Linnaeus, 1758"	"Asgrauwe tolhoren"	"soort"	"0AHCYSI11027"	"2b"	
"Steromphala pennanti Philippi, 1846"	"Gevlamde tolhoren"	"soort"	"0AHCYSI11136"	"1b"	
"Steromphala umbilicalis (Da Costa, 1778)"	"Genavelde tolhoren"	"soort"	"0AHCYSI11137"	"1b"	
"Sterrhopterix fusca (Haworth, 1809)"	"Grijze heidezakdrager"	"soort"	"0AHCYSI00165"	"1a"	
"Stethomostus fuliginosus (Schrank, 1781)"	""	"soort"	"0AHCYFAXNZLF"	"1a"	
"Stethomostus funereus (Klug, 1816)"	""	"soort"	"0AHCYFAXOALX"	"1a"	
"Stethophyma grossum (Linnaeus, 1758)"	"Moerassprinkhaan"	"soort"	"000464553675"	"1a"	
"Stethorus punctillum (Weise, 1891)"	"Spintetend puntkapoentje"	"soort"	"0AHCYFBSRVRA"	"1a"	
"Stevenia atramentaria (Meigen, 1824)"	""	"soort"	"0AHCYFBKQGLX"	"1a"	
"Stevenia umbratica (Fallén, 1820)"	""	"soort"	"0AHCYFBKQINI"	"1a"	
"Sthenarus rotermundi (Scholtz, 1847)"	""	"soort"	"0AHCYSICTDKJ"	"1a"	
"Sthenelais boa (Johnston, 1833)"	""	"soort"	"0N245RVXQZLA"	"1a"	
"Sthenelais limicola (Ehlers, 1864)"	""	"soort"	"0QPJ2BO0XNT0"	"1a"	
"Stibeutes heinemanni Förster, 1850"	""	"soort"	"0AHCYFAWGIDL"	"1a"	
"Stichocrepis armata Foerster, 1860"	""	"soort"	"0AHCYFBBHMDN"	"1a"	
"Stichoglossa semirufa (Erichson, 1839)"	""	"soort"	"0AHCYFBYLMYX"	"1a"	
"Stichoglossa uyttenboogaarti Everts, 1917"	""	"soort"	"03CD0ABF4706"	"2d"	
"Stichopogon elegantulus (Wiedemann, 1820)"	"Elegante zandroofvlieg"	"soort"	"0AHCYFBCRLMA"	"1a"	
"Stichorchis subtriquetrus (Rudolphi, 1814)"	""	"soort"	"0EB9EB98422B"	"1a"	
"Stictea mygindiana (Denis & Schiffermüller, 1775)"	"Bosbeslijnbladroller"	"soort"	"0AHCYFCNOLCO"	"1a"	
"Stictocephala bisonia Kopp & Yonke, 1977"	""	"soort"	"0AHCYSI00334"	"2b"	
"Stictochironomus maculipennis (Meigen, 1818)"	""	"soort"	"053OKI7SWS92"	"1a"	
"Stictochironomus pictulus (Meigen, 1830)"	""	"soort"	"0AHCYFBEZTLX"	"1a"	
"Stictochironomus sticticus (Fabricius, 1781)"	""	"soort"	"0AHCYFBEZURB"	"1a"	
"Stictoleptura cordigera (Fuessly , 1775)"	""	"soort"	"033482FC43D4"	"2d"	
"Stictoleptura rubra (Linnaeus, 1758)"	"Gewone smalboktor"	"soort"	"0AHCYFBRQALE"	"1a"	
"Stictoleptura scutellata (Fabricius , 1781)"	""	"soort"	"08E8D243477B"	"0"	
"Stictomischus gibbus (Walker, 1833)"	""	"soort"	"0AHCYFBBHOAN"	"1a"	
"Stictomischus groschkei Delucchi, 1953"	""	"soort"	"0AHCYFBBHPBF"	"1a"	
"Stictomischus obscurus (Walker, 1833)"	""	"soort"	"0AHCYFBBHQBX"	"1a"	
"Stictomischus scaposus Thomson, 1876"	""	"soort"	"0AHCYFBBHRCQ"	"1a"	
"Stictomischus tumidus (Walker, 1833)"	""	"soort"	"0AHCYFBBHSDU"	"1a"	
"Stictopleurus abutilon (Rossi, 1790)"	"Brilglasvleugelwants"	"soort"	"0AHCYSIDAFIR"	"1a"	
"Stictopleurus punctatonervosus (Goeze, 1778)"	"Grijze glasvleugelwants"	"soort"	"0AHCYSIDAGJK"	"1a"	
"Stictotarsus duodecimpustulatus (Fabricius, 1792)"	""	"soort"	"0AHCYFBUEFOO"	"1a"	
"Stigmatoechos violacea (Sars, 1863)"	""	"soort"	"0AHCYSI11468"	"3a"	
"Stigmatomeria crassicornis (Stannius, 1831)"	""	"soort"	"0AHCYFBJGUEQ"	"1a"	
"Stigmatomeria obscura (Winnertz, 1863)"	""	"soort"	"0AHCYFBJGVFJ"	"1a"	
"Stigmella aceris (Frey, 1857)"	"Esdoornmineermot"	"soort"	"0AHCYSI00283"	"1a"	
"Stigmella aeneofasciella (Herrich-Schäffer, 1855)"	"Messingbandmineermot"	"soort"	"0AHCYFCLJDHG"	"1a"	
"Stigmella alnetella (Stainton, 1856)"	"Zwartkraagelzenmineermot"	"soort"	"0AHCYFCLJEVI"	"1a"	
"Stigmella anomalella (Goeze, 1783)"	"Bruine rozenmineermot"	"soort"	"0AHCYFCLJGJK"	"1a"	
"Stigmella assimilella (Zeller, 1848)"	"Ratelpopuliermineermot"	"soort"	"0AHCYFCLJIBX"	"1a"	
"Stigmella atricapitella (Haworth, 1828)"	"Zwartkopeikenmineermot"	"soort"	"0AHCYFCLJJPZ"	"1a"	
"Stigmella aurella (Fabricius, 1775)"	"Braammineermot"	"soort"	"0AHCYFCLJLEA"	"1a"	
"Stigmella basiguttella (Heinemann, 1862)"	"Boogjes-eikenmineermot"	"soort"	"0AHCYFCLJMSC"	"1a"	
"Stigmella betulicola (Stainton, 1856)"	"Sociale berkenmineermot"	"soort"	"0AHCYFCLJOGE"	"1a"	
"Stigmella carpinella (Heinemann, 1862)"	"Haagbeukmineermot"	"soort"	"0AHCYFCLJPUR"	"1a"	
"Stigmella catharticella (Stainton, 1853)"	"Wegedoornmineermot"	"soort"	"0AHCYFCLJRIT"	"1a"	
"Stigmella centifoliella (Zeller, 1848)"	"Gelijnde rozenmineermot"	"soort"	"0AHCYFCLJSWU"	"1a"	
"Stigmella confusella (Wood & Walsingham, 1894)"	"Donkere berkenmineermot"	"soort"	"0AHCYFCLJUKW"	"1a"	
"Stigmella continuella (Stainton, 1856)"	"Groene berkenmineermot"	"soort"	"0AHCYFCLJVLO"	"1a"	
"Stigmella crataegella (Klimesch, 1936)"	"Zuidelijke meidoornmineermot"	"soort"	"0AHCYFCLJWQT"	"1a"	
"Stigmella filipendulae (Wocke, 1871)"	"Spireamineermot"	"soort"	"0AHCYFCLLMRD"	"1b"	
"Stigmella floslactella (Haworth, 1828)"	"Hazelaarmineermot"	"soort"	"0AHCYFCLJYEU"	"1a"	
"Stigmella freyella (von Heyden, 1858)"	"Windemineermot"	"soort"	"0AHCYFCLJZSW"	"1a"	
"Stigmella glutinosae (Stainton, 1858)"	"Witkraagelzenmineermot"	"soort"	"0AHCYFCLKBHJ"	"1a"	
"Stigmella hemargyrella (Kollar, 1832)"	"Zilverbandbeukenmineermot"	"soort"	"0AHCYFCLKCVL"	"1a"	
"Stigmella hybnerella (Hübner, 1813)"	"Meidoornmineermot"	"soort"	"0AHCYFCLKEAP"	"1a"	
"Stigmella incognitella (Herrich-Schäffer, 1855)"	"Appelhoekmineermot"	"soort"	"0AHCYFCLKGGM"	"1a"	
"Stigmella lapponica (Wocke, 1862)"	"Vroege berkenmineermot"	"soort"	"0AHCYFCLKHLQ"	"1a"	
"Stigmella lemniscella (Zeller, 1839)"	"Iepenbladrandmineermot"	"soort"	"0AHCYFCLKIQU"	"1a"	
"Stigmella luteella (Stainton, 1857)"	"Late berkenmineermot"	"soort"	"0AHCYFCLKJVY"	"1a"	
"Stigmella magdalenae (Klimesch, 1950)"	"Grijze lijsterbesmineermot"	"soort"	"0AHCYFCLKLFO"	"1a"	
"Stigmella malella (Stainton, 1854)"	"Appelbladmineermot"	"soort"	"0AHCYFCLKMKS"	"1a"	
"Stigmella microtheriella (Stainton, 1854)"	"Slanke mineermot"	"soort"	"0AHCYFCLKNQI"	"1a"	
"Stigmella minusculella (Herrich-Schäffer, 1855)"	"Minuscule perenmineermot"	"soort"	"0AHCYFCLKORB"	"1a"	
"Stigmella myrtillella (Stainton, 1857)"	"Bosbesmineermot"	"soort"	"0AHCYFCLKPRT"	"1a"	
"Stigmella nivenburgensis (Preissecker, 1942)"	"Smalle wilgenmineermot"	"soort"	"0RNJ79VTLC5U"	"1b"	
"Stigmella nylandriella (Tengström, 1848)"	"Gewone lijsterbesmineermot"	"soort"	"0AHCYFCLKQSL"	"1a"	
"Stigmella obliquella (von Heinemann, 1862)"	"Gewone wilgenmineermot"	"soort"	"0AHCYFCLKRTE"	"1a"	
"Stigmella oxyacanthella (Stainton, 1854)"	"Boogjesmineermot"	"soort"	"0AHCYFCLKSTW"	"1a"	
"Stigmella perpygmaeella (Doubleday, 1859)"	"Meidoornhoekmineermot"	"soort"	"0AHCYFCLKTUP"	"1a"	
"Stigmella plagicolella (Stainton, 1854)"	"Pruimenballonmot"	"soort"	"0AHCYFCLKUVH"	"1a"	
"Stigmella poterii (Stainton, 1857)"	"Tormentilmineermot"	"soort"	"0AHCYFCLKVWA"	"1a"	
"Stigmella prunetorum (Stainton, 1855)"	"Spiraalmineermot"	"soort"	"0AHCYFCLKWWS"	"1a"	
"Stigmella pyri (Glitz, 1865)"	"Perebladmineermot"	"soort"	"0AHCYFCLKXXL"	"1a"	
"Stigmella regiella (Herrich-Schäffer, 1855)"	"Veelkleurige mineermot"	"soort"	"0AHCYFCLKYYP"	"1a"	
"Stigmella roborella (Johansson, 1971)"	"Gewone eikenmineermot"	"soort"	"0AHCYFCLKZZH"	"1a"	
"Stigmella ruficapitella (Haworth, 1828)"	"Variabele eikenmineermot"	"soort"	"0AHCYFCLLAZZ"	"1a"	
"Stigmella sakhalinella Puplesis, 1984"	"Bladrand-berkenmineermot"	"soort"	"0AHCYFCLLCAS"	"1a"	
"Stigmella salicis (Stainton, 1854)"	"Boswilgmineermot"	"soort"	"0AHCYFCLLDBK"	"1a"	
"Stigmella samiatella (Zeller, 1839)"	"Bruine eikenmineermot"	"soort"	"0AHCYFCLLECD"	"1a"	
"Stigmella sorbi (Stainton, 1861)"	"Lijsterbesblaasmijnmineermot"	"soort"	"0AHCYFCLLFCV"	"1a"	
"Stigmella speciosa (Frey, 1857)"	"Bruine esdoornmineermot"	"soort"	"0AHCYFCLLGDO"	"1a"	
"Stigmella splendidissimella (Herrich-Schäffer, 1855)"	"Sierlijke braammineermot"	"soort"	"0AHCYFCLLHEG"	"1a"	
"Stigmella svenssoni (Johansson, 1971)"	"Zwarte eikenmineermot"	"soort"	"0AHCYFCLLIEZ"	"1a"	
"Stigmella tiliae (Frey, 1856)"	"Lindemineermot"	"soort"	"0AHCYFCLLJKD"	"1a"	
"Stigmella tityrella (Stainton, 1854)"	"Beukenmineermot"	"soort"	"0AHCYFCLLKKV"	"1a"	
"Stigmella trimaculella (Haworth, 1828)"	"Populierenmineermot"	"soort"	"0AHCYFCLLLQL"	"1a"	
"Stigmella ulmivora (Fologne, 1860)"	"Iepenmineermot"	"soort"	"0AHCYFCLLOAT"	"1a"	
"Stigmella viscerella (Stainton, 1853)"	""	"soort"	"000000020522"	"1a"	
"Stigmella zelleriella (Snellen, 1875)"	"Rookkleurige mineermot"	"soort"	"0AHCYFCLLSDP"	"1a"	
"Stigmus pendulus Panzer, 1804"	""	"soort"	"0AHCYFCQRJYJ"	"1a"	
"Stigmus solskyi Morawitz, 1864"	""	"soort"	"0AHCYFCQRLRI"	"1a"	
"Stilbops limneriaeformis (Schmiedeknecht, 1888)"	""	"soort"	"0AHCYFAWGKSG"	"1a"	
"Stilbops vetulus (Gravenhorst, 1829)"	""	"soort"	"0AHCYFAWGMBV"	"1a"	
"Stilbus atomarius (Linnaeus, 1767)"	""	"soort"	"0AHCYFBVULGL"	"1a"	
"Stilbus oblongus (Erichson, 1845)"	""	"soort"	"0AHCYFBVUMHD"	"1a"	
"Stilbus testaceus (Panzer, 1796)"	""	"soort"	"0AHCYFBVUNHW"	"1a"	
"Stilobezzia flavirostris (Winnertz, 1852)"	""	"soort"	"0AHCYFBEANLS"	"1a"	
"Stilobezzia gracilis (Haliday, 1833)"	""	"soort"	"0AHCYFBEAOML"	"1a"	
"Stilobezzia lutacea Edwards, 1926"	""	"soort"	"0VVZD7OQBRVW"	"1a"	
"Stilobezzia ochracea (Winnertz, 1852)"	""	"soort"	"0AHCYFBEAPND"	"1a"	
"Stilpnus blandus Gravenhorst, 1829"	""	"soort"	"0AHCYFAWGOME"	"1a"	
"Stilpnus gagates (Gravenhorst, 1807)"	""	"soort"	"0AHCYFAWGPVU"	"1a"	
"Stilpnus oligomerus (Förster, 1876)"	""	"soort"	"0AHCYFAWGRFK"	"1a"	
"Stilpnus pavoniae (Scopoli, 1763)"	""	"soort"	"0AHCYFAWGSPL"	"3b"	
"Stilpnus subzonulus Förster, 1876"	""	"soort"	"0AHCYFAWGTZB"	"1a"	
"Stilpnus tenebricosus (Gravenhorst, 1829)"	""	"soort"	"0AHCYFAWGVIR"	"1a"	
"Stilpon graminum (Fallén, 1815)"	""	"soort"	"0AHCYFBHMQZL"	"1a"	
"Stilpon lunatus (Walker, 1851)"	""	"soort"	"0AHCYFBHMSAD"	"1a"	
"Stilpon nubilus Collin, 1926"	""	"soort"	"0AHCYFBHMTAW"	"1a"	
"Stinoplus etearchus (Walker, 1848)"	""	"soort"	"0AHCYFBBHUAT"	"1a"	
"Stinoplus pervasus (Walker, 1836)"	""	"soort"	"0AHCYFBBHVBM"	"1a"	
"Stiphrosoma cingulatum (Haliday, 1855)"	""	"soort"	"0AHCYFBCORLR"	"1a"	
"Stiphrosoma laetum (Meigen, 1830)"	""	"soort"	"0AHCYFBCOSMJ"	"1a"	
"Stiphrosoma sabulosum (Haliday, 1837)"	""	"soort"	"0AHCYFBCOTNC"	"1a"	
"Stiroma affinis Fieber, 1866"	""	"soort"	"0AHCYFAPXAZP"	"1a"	
"Stiroma bicarinata (Herrich-Schäffer, 1835)"	""	"soort"	"0AHCYFAPXCAH"	"3b"	
"Stomaphis graffii Cholodkovsky, 1894"	""	"soort"	"0AHCYSI01154"	"1a"	
"Stomaphis longirostris (Fabricius, 1787)"	""	"soort"	"0AHCYSI01144"	"1a"	
"Stomaphis quercus (Linnaeus, 1758)"	""	"soort"	"0AHCYSI01143"	"1a"	
"Stomaphis radicicola Hille Ris Lambers, 1947"	""	"soort"	"0AHCYSI01171"	"1a"	
"Stomatolepas dermochelys Monroe & Limpus, 1976"	""	"soort"	"0AHCYSI11671"	"1b"	
"Stomis pumicatus (Panzer, 1796)"	"Glimmende langkaak"	"soort"	"0AHCYFBRNNQG"	"1a"	
"Stomorhina lunata (Fabricius, 1805)"	"Sprinkhaanvlieg"	"soort"	"0AHCYFBCYSBK"	"1a"	
"Stomoxys calcitrans (Linnaeus, 1758)"	"Stalvlieg"	"soort"	"0AHCYFBITQLT"	"1a"	
"Stomphia coccinea (Müller, 1776)"	""	"soort"	"09SVY8W0684Y"	"1a"	
"Stosatea italica (Latzel, 1886)"	""	"soort"	"0AHCYFAOIIOL"	"3b"	
"Strangalia attenuata (Linnaeus, 1758)"	"Slanke smalboktor"	"soort"	"0AHCYFBRTMQG"	"1a"	
"Strassenia acarus Faure"	""	"soort"	"0AHCYFAQSVDP"	"2d"	
