top	"Animalia"
rangen	"(alle)
statussen	"(0,0a,1,1a,1b,2,2a,2b,2c,2d,3a,3b,3c,3cE,3d,4)"

"synonym"	"type_synonym"	"language"	"taxon"	"taxon_nsr_id"	"rank"	
"Eikeblaasmijnmot"	"isAlternativeNameOf"	"Dutch"	"Tischeria ekebladella (Bjerkander, 1795)"	"0AHCYFCMYBAK"	
"Gewone eikenvlekmot"	"isPreferredNameOf"	"Dutch"	"Tischeria ekebladella (Bjerkander, 1795)"	"0AHCYFCMYBAK"	
"Rotskaardespin"	"isPreferredNameOf"	"Dutch"	"Titanoeca quadriguttata (Hahn, 1833)"	"0AHCYFOOWRLU"	
"Schorskrabspin"	"isPreferredNameOf"	"Dutch"	"Tmarus piger (Walckenaer, 1802)"	"0AHCYFOOWDUZ"	
"Grote pijlinktvis"	"isPreferredNameOf"	"Dutch"	"Todarodes sagittatus (Lamarck, 1798)"	"0AHDPDLFKDBZ"	
"Ommatostrephes sagittatus Lamarck 1798"	"isSynonymSLOf"	"Scientific"	"Todarodes sagittatus (Lamarck, 1798)"	"0AHDPDLFKDBZ"	
"Ierse pijlinktvis"	"isPreferredNameOf"	"Dutch"	"Todaropsis eblanae (Ball, 1841)"	"0AHDPDLFKDBY"	
"Gewone roofvlieg"	"isPreferredNameOf"	"Dutch"	"Tolmerus atricapillus (Fallén, 1814)"	"0AHCYFBCQRFV"	
"Machimus atricapillus (Fallén, 1814)"	"isSynonymOf"	"Scientific"	"Tolmerus atricapillus (Fallén, 1814)"	"0AHCYFBCQRFV"	
"Kalkgraslandroofvlieg"	"isAlternativeNameOf"	"Dutch"	"Tolmerus calceatus (Meigen, 1820)"	"0TBNPLXLADZ9"	
"Machimus atricapillus calceatus (Meigen, 1820)"	"isSynonymOf"	"Scientific"	"Tolmerus calceatus (Meigen, 1820)"	"0TBNPLXLADZ9"	
"Rosse roofvlieg"	"isPreferredNameOf"	"Dutch"	"Tolmerus calceatus (Meigen, 1820)"	"0TBNPLXLADZ9"	
"Machimus cingulatus (Fabricius, 1781)"	"isSynonymOf"	"Scientific"	"Tolmerus cingulatus (Fabricius, 1781)"	"0AHCYFBCQSGN"	
"Ringpootroofvlieg"	"isPreferredNameOf"	"Dutch"	"Tolmerus cingulatus (Fabricius, 1781)"	"0AHCYFBCQSGN"	
"Donkere ringpootroofvlieg"	"isPreferredNameOf"	"Dutch"	"Tolmerus cowini Hobby, 1946"	"0AHCYFBCQTHG"	
"Machimus cowini (Hobby, 1946)"	"isSynonymOf"	"Scientific"	"Tolmerus cowini Hobby, 1946"	"0AHCYFBCQTHG"	
"Gemarmerde roofvlieg"	"isPreferredNameOf"	"Dutch"	"Tolmerus micans (Meigen, 1820)"	"0OZNWBQCYPYG"	
"Gewone dennenscheerder"	"isPreferredNameOf"	"Dutch"	"Tomicus piniperda (Linnaeus, 1758)"	"0AHCYFBWMTTD"	
"Macrotoma plumbea Lubbock, 1862"	"isSynonymOf"	"Scientific"	"Tomocerus minor (Lubbock, 1862)"	"0AHCYSI01629"	
"Macrotoma vulgaris"	"isSynonymSLOf"	"Scientific"	"Tomocerus vulgaris (Tullberg, 1871)"	"0AHCYSI01628"	
"Tomosvaryella nigritula (Zetterstedt, 1844)"	"isSynonymOf"	"Scientific"	"Tomosvaryella geniculata (Meigen, 1824)"	"0AHCYFBKHMKW"	
"Ephemerella belgica (Lestage, 1917)"	"isSynonymOf"	"Scientific"	"Torleya major (Klapálek, 1905)"	"0AHCYFBPUCBZ"	
"Torleya belgica Lestage, 1917"	"isSynonymOf"	"Scientific"	"Torleya major (Klapálek, 1905)"	"0AHCYFBPUCBZ"	
"Gekielde cirkelslak"	"isPreferredNameOf"	"Dutch"	"Tornus subcarinatus (Montagu, 1803)"	"0AHCYSI11145"	
"Gemarmerde sidderrog"	"isPreferredNameOf"	"Dutch"	"Torpedo marmorata Risso, 1810"	"000455864704"	
"Voorjaarsbladroller"	"isPreferredNameOf"	"Dutch"	"Tortricodes alternella (Denis & Schiffermüller, 1775)"	"0AHCYFCNOXCQ"	
"Groene eikenbladroller"	"isPreferredNameOf"	"Dutch"	"Tortrix viridana Linnaeus, 1758"	"0AHCYFCNOYZP"	
"Torymus admirabilis Foerster, 1841"	"isSynonymOf"	"Scientific"	"Torymus bedeguaris (Linnaeus, 1758)"	"0AHCYFBBMWTE"	
"Torymus eurynotus Foerster, 1859"	"isSynonymOf"	"Scientific"	"Torymus cyaneus (Walker, 1847)"	"0AHCYFBBNIOT"	
"Torymus abdominalis Boheman, 1834"	"isSynonymOf"	"Scientific"	"Torymus geranii (Walker, 1833)"	"0AHCYFBBOCHP"	
"Torymus apicalis (Walker, 1833)"	"isSynonymOf"	"Scientific"	"Torymus geranii (Walker, 1833)"	"0AHCYFBBOCHP"	
"Torymus caudata Nees, 1834"	"isSynonymOf"	"Scientific"	"Torymus geranii (Walker, 1833)"	"0AHCYFBBOCHP"	
"Torymus nanus Foerster, 1841"	"isSynonymOf"	"Scientific"	"Torymus geranii (Walker, 1833)"	"0AHCYFBBOCHP"	
"Torymus propinquus Foerster, 1841"	"isSynonymOf"	"Scientific"	"Torymus geranii (Walker, 1833)"	"0AHCYFBBOCHP"	
"Megastigmus bohemanii Ratzeburg, 1848"	"isSynonymOf"	"Scientific"	"Torymus laetus (Walker, 1833)"	"0AHCYFBBOKEJ"	
"Torymus cynipedis (Walker, 1833)"	"isSynonymOf"	"Scientific"	"Torymus laetus (Walker, 1833)"	"0AHCYFBBOKEJ"	
"Torymus nigricornis Boheman, 1834"	"isSynonymOf"	"Scientific"	"Torymus laetus (Walker, 1833)"	"0AHCYFBBOKEJ"	
"Torymus foersteri Ratzeburg, 1844"	"isSynonymOf"	"Scientific"	"Torymus rubi (Schrank, 1781)"	"0AHCYFBBPEXX"	
"Torymus macropterus Walker, 1833"	"isSynonymOf"	"Scientific"	"Torymus rubi (Schrank, 1781)"	"0AHCYFBBPEXX"	
"Torymus fulgens Fabricius, 1798"	"isSynonymOf"	"Scientific"	"Torymus scutellaris (Walker, 1833)"	"0AHCYFBBPJAS"	
"Torymus difficilis Nees, 1834"	"isSynonymOf"	"Scientific"	"Torymus tanaceticola Ruschka, 1921"	"0AHCYFBBPMDH"	
"Torymus conjunctus Nees, 1834"	"isSynonymOf"	"Scientific"	"Torymus varians (Walker, 1833)"	"0AHCYFBBPOES"	
"Torymus pubescens Foerster, 1841"	"isSynonymOf"	"Scientific"	"Torymus varians (Walker, 1833)"	"0AHCYFBBPOES"	
"Torymus nitidulus Nees, 1834"	"isHomonymOf"	"Scientific"	"Torymus ventralis (Fonscolombe, 1832)"	"0AHCYFBBPPFL"	
"Moerassnuittor"	"isAlternativeNameOf"	"Dutch"	"Tournotaris bimaculata (Fabricius, 1787)"	"0AHCYFBTLNZL"	
"Notaris bimaculatus (Fabricius, 1787)"	"isSynonymOf"	"Scientific"	"Tournotaris bimaculata (Fabricius, 1787)"	"0AHCYFBTLNZL"	
"Tweevlekkige moerassnuitkever"	"isPreferredNameOf"	"Dutch"	"Tournotaris bimaculata (Fabricius, 1787)"	"0AHCYFBTLNZL"	
"Meldevlinder"	"isPreferredNameOf"	"Dutch"	"Trachea atriplicis (Linnaeus, 1758)"	"0AHCYFCMGEWQ"	
"Kleipissebed"	"isPreferredNameOf"	"Dutch"	"Trachelipus rathkii (Brandt, 1833)"	"0AHCYFAOYONI"	
"Lettersierschildpad"	"isPreferredNameOf"	"Dutch"	"Trachemys scripta Schoepff, 1792"	"0AHCYFBQASTK"	
"Gaffelmakreel"	"isPreferredNameOf"	"Dutch"	"Trachinotus ovatus (Linnaeus, 1758)"	"000455863765"	
"Grote pieterman"	"isPreferredNameOf"	"Dutch"	"Trachinus draco Linnaeus, 1758"	"000455864718"	
"Horsmakreel"	"isPreferredNameOf"	"Dutch"	"Trachurus trachurus (Linnaeus, 1758)"	"000455863772"	
"Anthidium byssinum (Panzer, 1798)"	"isSynonymOf"	"Scientific"	"Trachusa byssina (Panzer, 1798)"	"000464755138"	
"Grote harsbij"	"isPreferredNameOf"	"Dutch"	"Trachusa byssina (Panzer, 1798)"	"000464755138"	
"Ruwe aardsnuitkever"	"isPreferredNameOf"	"Dutch"	"Trachyphloeus scabriculus (Linnaeus, 1771)"	"0AHCYFBTTSGN"	
"Kleine prachtkever"	"isAlternativeNameOf"	"Dutch"	"Trachys minutus (Linnaeus, 1758)"	"0AHCYFBQRHZC"	
"Wilgenprachtkevertje"	"isPreferredNameOf"	"Dutch"	"Trachys minutus (Linnaeus, 1758)"	"0AHCYFBQRHZC"	
"Celaeno aegrota Koch, 1841"	"isSynonymOf"	"Scientific"	"Trachytes aegrota (Koch, 1841)"	"0UGWZUY4EK83"	"soort"	
"Trachynotus pyriformis Kramer, 1876"	"isSynonymOf"	"Scientific"	"Trachytes aegrota (Koch, 1841)"	"0UGWZUY4EK83"	"soort"	
"Uropoda coccinea Michael, 1891"	"isSynonymOf"	"Scientific"	"Trachyuropoda coccinea (Michael, 1891)"	"0YQ4JKUDI1I1"	"soort"	
"Uropoda formicaria Lubbock, 1881"	"isSynonymOf"	"Scientific"	"Trachyuropoda formicaria (Lubbock, 1881)"	"0D3SX3MAIYAS"	"soort"	
"Urotrachys formicaria (Lubbock, 1881)"	"isSynonymOf"	"Scientific"	"Trachyuropoda formicaria (Lubbock, 1881)"	"0D3SX3MAIYAS"	"soort"	
"Tachyzelotes pedestris (Koch, 1837)"	"isMisspelledNameOf"	"Scientific"	"Trachyzelotes pedestris (Koch, 1837)"	"0AHCYFOOFVNO"	
"Trama"	"isPreferredNameOf"	"Dutch"	"Trama caudata Del Guercio, 1909"	"0AHCYSI01156"	
"Caligina cyclopteri Van Beneden, 1871"	"isSynonymSLOf"	"Scientific"	"Trebius cyclopteri (Van Beneden, 1871)"	"07063V5CJYAD"	
"Caligina cyclopteri Van Beneden, 1871"	"isSynonymSLOf"	"Scientific"	"Trebius soleae (Van Beneden, 1871)"	"0OO7KXKOIS23"	
"Aardboogkever"	"isPreferredNameOf"	"Dutch"	"Trechoblemus micros (Herbst, 1784)"	"0AHCYFBROAVM"	
"Gewone boogkever"	"isPreferredNameOf"	"Dutch"	"Trechus obtusus Erichson, 1837"	"0AHCYFBROCSL"	
"Akkerboogkever"	"isPreferredNameOf"	"Dutch"	"Trechus quadristriatus (Schrank, 1781)"	"0AHCYFBRODTD"	
"Rode boogkever"	"isPreferredNameOf"	"Dutch"	"Trechus rubens (Fabricius, 1792)"	"0AHCYFBROETW"	
"Loofalona"	"isPreferredNameOf"	"Dutch"	"Tretocephala ambigua (Lilljeborg, 1900)"	"0AHCYSI03800"	
"Trhypochthonius cladonicolus (Willmann, 1919)"	"isMisspelledNameOf"	"Scientific"	"Trhypochthonius cladonicola (Willmann, 1919)"	"0AHCYSI10525"	
"Kas-witte vlieg"	"isPreferredNameOf"	"Dutch"	"Trialeurodes vaporariorum (Westwood, 1856)"	"0AHCYFAPZWNZ"	
"Triarthria spinipennis (Meigen, 1824)"	"isSynonymOf"	"Scientific"	"Triarthria setipennis (Fallén, 1810)"	"0AHCYFBNSAHB"	
"Triaspis rugosa (Szépligeti, 1901)"	"isSynonymOf"	"Scientific"	"Triaspis toracica (Curtis, 1860)"	"0AHCYFATAPUG"	
"Ivoorkroeskopje"	"isPreferredNameOf"	"Dutch"	"Triaxomasia caprimulgella (Stainton, 1851)"	"0AHCYFCMXIRF"	
"Nonnetjeszwammot"	"isPreferredNameOf"	"Dutch"	"Triaxomera fulvimitrella (Sodoffsky, 1830)"	"0AHCYFCMXKFG"	
"Zwammenmot"	"isPreferredNameOf"	"Dutch"	"Triaxomera parasitella (Hübner, 1796)"	"0AHCYFCMXLGK"	
"Tribelos intextus (Walker, 1856)"	"isSynonymOf"	"Scientific"	"Tribelos intextum (Walker, 1856)"	"0AHCYFBFCVNX"	
"Kastanjebruine rijstmeelkever"	"isPreferredNameOf"	"Dutch"	"Tribolium castaneum (Herbst, 1797)"	"0AHCYFBYRZNA"	
"Warenzwartlijf"	"isAlternativeNameOf"	"Dutch"	"Tribolium castaneum (Herbst, 1797)"	"0AHCYFBYRZNA"	
"Bruine zwartlijf"	"isAlternativeNameOf"	"Dutch"	"Tribolium confusum Jacquelin du Val, 1863"	"0AHCYFBYSANT"	
"Gewelfde bruine zwartlijf"	"isAlternativeNameOf"	"Dutch"	"Tribolium confusum Jacquelin du Val, 1863"	"0AHCYFBYSANT"	
"Gewone rijstmeelkever"	"isPreferredNameOf"	"Dutch"	"Tribolium confusum Jacquelin du Val, 1863"	"0AHCYFBYSANT"	
"Kleine meeltor"	"isAlternativeNameOf"	"Dutch"	"Tribolium confusum Jacquelin du Val, 1863"	"0AHCYFBYSANT"	
"Rijstmeelkever"	"isAlternativeNameOf"	"Dutch"	"Tribolium confusum Jacquelin du Val, 1863"	"0AHCYFBYSANT"	
"Grote rijstmeelkever"	"isPreferredNameOf"	"Dutch"	"Tribolium destructor Uyttenboogaart, 1933"	"0AHCYFBYSBOL"	
"Lysolkever"	"isAlternativeNameOf"	"Dutch"	"Tribolium destructor Uyttenboogaart, 1933"	"0AHCYFBYSBOL"	
"Zwartbruine meeltor"	"isAlternativeNameOf"	"Dutch"	"Tribolium destructor Uyttenboogaart, 1933"	"0AHCYFBYSBOL"	
"Onverwacht mosdiertje"	"isPreferredNameOf"	"Dutch"	"Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985"	"0AHCYSI11016"	
"Trichadenotecnum germanicus Roesler, 1939"	"isMisspelledNameOf"	"Scientific"	"Trichadenotecnum germanicum Roesler, 1939"	"0AHCYSI01842"	
"Trichadenotecnum maius (Loens, 1890)"	"isSynonymOf"	"Scientific"	"Trichadenotecnum majus (Kolbe, 1880)"	"0AHCYSI01840"	
"Trichine"	"isPreferredNameOf"	"Dutch"	"Trichinella spiralis (Owen, 1835)"	"0AHCYSI02205"	
"Meidoornbladwesp"	"isPreferredNameOf"	"Dutch"	"Trichiosoma tibiale Stephens, 1835"	"0AHCYFATEMKX"	
"Grijsbandspinner"	"isPreferredNameOf"	"Dutch"	"Trichiura crataegi (Linnaeus, 1758)"	"0AHCYFCLFINE"	
"Grijsbandvlinder"	"isAlternativeNameOf"	"Dutch"	"Trichiura crataegi (Linnaeus, 1758)"	"0AHCYFCLFINE"	
"Gevlekte haarkever"	"isAlternativeNameOf"	"Dutch"	"Trichius fasciatus (Linnaeus, 1758)"	"0AHCYFBWIOAD"	
"Penseelkever"	"isPreferredNameOf"	"Dutch"	"Trichius fasciatus (Linnaeus, 1758)"	"0AHCYFBWIOAD"	
"Penseelkevertje"	"isAlternativeNameOf"	"Dutch"	"Trichius fasciatus (Linnaeus, 1758)"	"0AHCYFBWIOAD"	
"Penseelkever"	"isPreferredNameOf"	"Dutch"	"Trichius zonatus Germar, 1831"	"0AHCYFBWIPAW"	
"Zwemmersjeuk"	"isPreferredNameOf"	"Dutch"	"Trichobilharzia ocellata (La Valette, 1855)"	"0AHCYSI07299"	
"Heidehaaroogkever"	"isPreferredNameOf"	"Dutch"	"Trichocellus cognatus (Gyllenhal, 1827)"	"0AHCYFBROHRN"	
"Moerashaaroogkever"	"isPreferredNameOf"	"Dutch"	"Trichocellus placidus (Gyllenhal, 1827)"	"0AHCYFBROISG"	
"Winterpluimantennemug"	"isPreferredNameOf"	"Dutch"	"Trichocera hiemalis (De Geer, 1776)"	"0AHCYFBOHMAF"	
"Dooimug"	"isPreferredNameOf"	"Dutch"	"Trichocera regelationis (Linnaeus, 1758)"	"0AHCYFBOHQDB"	
"Trichocera fuscata Meigen, 1818"	"isSynonymOf"	"Scientific"	"Trichocera saltator (Harris, 1776)"	"0AHCYFBOHSEY"	
"Wegedoornbladvlo"	"isPreferredNameOf"	"Dutch"	"Trichochermes walkeri (Foerster, 1848)"	"010B064C4F4B"	
"Trichodectes (Stachiella) octomaculatus Paine, 1912"	"isSynonymOf"	"Scientific"	"Trichodectes (Stachiella) octomaculatus (Paine, 1912)"	"0KQAT54ZYU3V"	
"Hondenluis"	"isPreferredNameOf"	"Dutch"	"Trichodectes (Trichodectes) canis (De Geer, 1778)"	"0AHCYSI03392"	
"Behaarde bijenwolf"	"isPreferredNameOf"	"Dutch"	"Trichodes alvearius (Fabricius, 1792)"	"0AHCYFBSOPDH"	
"Harige bijenwolf"	"isAlternativeNameOf"	"Dutch"	"Trichodes alvearius (Fabricius, 1792)"	"0AHCYFBSOPDH"	
"Bijenkever"	"isPreferredNameOf"	"Dutch"	"Trichodes apiarius (Linnaeus, 1758)"	"0AHCYFBSOQEA"	
"Bijenwolf"	"isAlternativeNameOf"	"Dutch"	"Trichodes apiarius (Linnaeus, 1758)"	"0AHCYFBSOQEA"	
"Myocoptes romboutsi Van Eyndhoven, 1946"	"isBasionymOf"	"Scientific"	"Trichoecius romboutsi (Van Eyndhoven, 1946)"	"007TH2BX50Y0"	
"Mycoptes brevipes Trouessart & Canestrini, 1895"	"isSynonymOf"	"Scientific"	"Trichoecius tenax (Michael, 1889)"	"0QOLZZZDNGUV"	
"Myocoptes tenax Michael, 1889"	"isBasionymOf"	"Scientific"	"Trichoecius tenax (Michael, 1889)"	"0QOLZZZDNGUV"	
"Neomyocoptes tenax Lawrence, 1956"	"isSynonymOf"	"Scientific"	"Trichoecius tenax (Michael, 1889)"	"0QOLZZZDNGUV"	
"Trichobius brevipes Canestrini, 1897"	"isSynonymOf"	"Scientific"	"Trichoecius tenax (Michael, 1889)"	"0QOLZZZDNGUV"	
"Trichoecius brevipes Canestrini, 1899"	"isSynonymOf"	"Scientific"	"Trichoecius tenax (Michael, 1889)"	"0QOLZZZDNGUV"	
"Hesperandius griseus (Fabricius, 1793)"	"isSynonymOf"	"Scientific"	"Trichoferus griseus (Fabricius, 1793)"	"069D44384AFB"	
"Hesperandius cinereus (Villers, 1789)"	"isSynonymOf"	"Scientific"	"Trichoferus holosericeus (Rossi, 1790)"	"01618AEC4CD5"	
"Torymus insolitus (Walker, 1833)"	"isSynonymOf"	"Scientific"	"Trichogramma cacaeciae Marchal, 1927"	"0AHCYFBBQDPU"	
"Gele klaverpeulgalmug"	"isPreferredNameOf"	"Dutch"	"Tricholaba trifolii Rübsaamen, 1917"	"0AHCYFBDTMRR"	
"Trichomalopsis nidulans (Thomson, 1878)"	"isSynonymOf"	"Scientific"	"Trichomalopsis hemiptera (Walker, 1835)"	"0AHCYFBBITKM"	
"Monomorium destructor (Jerdon, 1851)"	"isSynonymOf"	"Scientific"	"Trichomyrmex destructor (Jerdon, 1851)"	"000000025080"	
"Ninja faraomier"	"isPreferredNameOf"	"Dutch"	"Trichomyrmex destructor (Jerdon, 1851)"	"000000025080"	
"Wijnrood pissebedje"	"isPreferredNameOf"	"Dutch"	"Trichoniscoides albidus (Budde-Lund, 1880)"	"0AHCYFAOZIKP"	
"Rivierkleipissebedje"	"isPreferredNameOf"	"Dutch"	"Trichoniscoides helveticus (Carl, 1908)"	"0AHCYFAOZJUF"	
"Zeekleipissebedje"	"isPreferredNameOf"	"Dutch"	"Trichoniscoides sarsi Patience, 1908"	"0AHCYFAOZMWI"	
"Paars drieoogje"	"isPreferredNameOf"	"Dutch"	"Trichoniscus pusillus Brandt, 1833"	"0AHCYFAOZPUM"	
"Wit drieoogje"	"isPreferredNameOf"	"Dutch"	"Trichoniscus pygmaeus Sars, 1899"	"0AHCYFAOZTXH"	
"Roomtipje"	"isPreferredNameOf"	"Dutch"	"Trichophaga tapetzella (Linnaeus, 1758)"	"0AHCYFCMXMYY"	
"Tapijtmot"	"isAlternativeNameOf"	"Dutch"	"Trichophaga tapetzella (Linnaeus, 1758)"	"0AHCYFCMXMYY"	
"Ni-uil"	"isPreferredNameOf"	"Dutch"	"Trichoplusia ni (Hübner, 1803)"	"0AHCYFCMGLAX"	
"Trichopsocus dali (McLachlan, 1867)"	"isMisspelledNameOf"	"Scientific"	"Trichopsocus dalii (McLachlan, 1867)"	"0AHCYSI01857"	
"Trichopsocus hirtellus (McLachlan, 1877)"	"isSynonymOf"	"Scientific"	"Trichopsocus dalii (McLachlan, 1867)"	"0AHCYSI01857"	
"Kleinvlekplatbek"	"isPreferredNameOf"	"Dutch"	"Trichopsomyia flavitarsis (Meigen, 1822)"	"0AHCYFBMRDTO"	
"Trichopsomyia carbonaria (Meigen, 1822)"	"isSynonymOf"	"Scientific"	"Trichopsomyia joratensis Goeldlin de Tiefenau, 1997"	"0AHCYFBMREYS"	
"Verborgen platbek"	"isAlternativeNameOf"	"Dutch"	"Trichopsomyia joratensis Goeldlin de Tiefenau, 1997"	"0AHCYFBMREYS"	
"Vrouwtjesplatbek"	"isPreferredNameOf"	"Dutch"	"Trichopsomyia joratensis Goeldlin de Tiefenau, 1997"	"0AHCYFBMREYS"	
"Grootvlekplatbek"	"isPreferredNameOf"	"Dutch"	"Trichopsomyia lucida (Meigen, 1822)"	"0AHCYFBMRGDX"	
"Trichopterna thorelli (Westring, 1861)"	"isSynonymOf"	"Scientific"	"Trichopternoides thorelli (Westring, 1861)"	"0AHCYFOOMWGG"	
"Vroege blokspanner"	"isPreferredNameOf"	"Dutch"	"Trichopteryx carpinata (Borkhausen, 1794)"	"0AHCYFCKTBYD"	
"Ligusterblokspanner"	"isPreferredNameOf"	"Dutch"	"Trichopteryx polycommata (Denis & Schiffermüller, 1775)"	"0AHCYFCKTDMQ"	
"Kasborsteltje"	"isPreferredNameOf"	"Dutch"	"Trichorhina tomentosa (Budde-Lund, 1893)"	"0AHCYFAOXAOU"	
"Sphaerozetes (Trichoribates) berlesei Jacot, 1929"	"isSynonymOf"	"Scientific"	"Trichoribates trimaculatus (Koch, 1836)"	"0AHCYSI10383"	
"Trichosia caudata (Walker, 1848)"	"isSynonymOf"	"Scientific"	"Trichosia morio (Fabricius, 1794)"	"0AHCYFBLGJND"	
"Trichosia longiventris (Zetterstedt, 1851)"	"isSynonymOf"	"Scientific"	"Trichosia morio (Fabricius, 1794)"	"0AHCYFBLGJND"	
"Trichosia maxima Strobl, 1880"	"isSynonymOf"	"Scientific"	"Trichosia splendens Winnertz, 1867"	"0AHCYFBLGKNV"	
"Bruinrode weegbreesnuitkever"	"isPreferredNameOf"	"Dutch"	"Trichosirocalus troglodytes (Fabricius, 1787)"	"0AHCYFBTTZPY"	
"Boslangtars"	"isPreferredNameOf"	"Dutch"	"Trichotichnus laevicollis (Duftschmid, 1812)"	"0AHCYFBROKPR"	
"Berglangtars"	"isPreferredNameOf"	"Dutch"	"Trichotichnus nitens (Heer, 1837)"	"0AHCYFBROLQJ"	
"Trichoobscura calcarata (Hirschmann & Zirngiebl-Nicol, 1961)"	"isSynonymOf"	"Scientific"	"Trichouropoda calcarata Hirschmann & Zirngiebl-Nicol, 1961"	"0T2UTZ9A84L2"	"soort"	
"Uropoda campomolendina Berlese, 1887"	"isSynonymOf"	"Scientific"	"Trichouropoda campomolendina (Berlese, 1887)"	"0MFZMU4SZNGO"	"soort"	
"Notaspis obscura Koch, 1836"	"isSynonymOf"	"Scientific"	"Trichouropoda obscura (Koch, 1836)"	"05RZKMJ9LE4H"	"soort"	
"Uropoda kempersi Oudemans, 1905"	"isSynonymOf"	"Scientific"	"Trichouropoda obscura (Koch, 1836)"	"05RZKMJ9LE4H"	"soort"	
"Notaspis orbicularis Koch, 1839"	"isSynonymOf"	"Scientific"	"Trichouropoda orbicularis (Koch, 1839)"	"08FL9U1526T9"	"soort"	
"Uropoda krameri Canestrini, 1884"	"isSynonymOf"	"Scientific"	"Trichouropoda orbicularis (Koch, 1839)"	"08FL9U1526T9"	"soort"	
"Notaspis ovalis Koch, 1839"	"isSynonymOf"	"Scientific"	"Trichouropoda ovalis (Koch, 1839)"	"0FHDWGTRB7QI"	"soort"	
"Uropoda spatulifera Moniez, 1892"	"isSynonymOf"	"Scientific"	"Trichouropoda spatulifera (Moniez, 1892)"	"0CQBEJLIK6RU"	"soort"	
"Roodsprietpissebedvlieg"	"isPreferredNameOf"	"Dutch"	"Tricogena rubricosa (Meigen, 1824)"	"0AHCYFBKQKGH"	
"Tricogena trilineata (Meigen, 1824)"	"isSynonymOf"	"Scientific"	"Tricogena rubricosa (Meigen, 1824)"	"0AHCYFBKQKGH"	
"Dekselhoren"	"isPreferredNameOf"	"Dutch"	"Tricolia pullus (Linnaeus, 1758)"	"0AHCYSI11133"	
"Gewone dekselhoren"	"isAlternativeNameOf"	"Dutch"	"Tricolia pullus (Linnaeus, 1758)"	"0AHCYSI11133"	
"Catorama meieri (Reitter, 1897)"	"isSynonymOf"	"Scientific"	"Tricorynus meieri (Reitter, 1897)"	"0962625C4E89"	
"Aziatische baardgrondel"	"isPreferredNameOf"	"Dutch"	"Tridentiger barbatus (Günther, 1861)"	"0JX80TV68STP"	
"Eenvlekrolklavermineermot"	"isPreferredNameOf"	"Dutch"	"Trifurcula cryptella (Stainton, 1856)"	"0AHCYFCLLUFA"	
"Gebandeerde rolklavermineermot"	"isPreferredNameOf"	"Dutch"	"Trifurcula eurema (Tutt, 1899)"	"0AHCYFCLLVFS"	
"Brunelmineermot"	"isPreferredNameOf"	"Dutch"	"Trifurcula headleyella (Stainton, 1854)"	"0AHCYFCLLWGL"	
"Gewone drievorkmot"	"isPreferredNameOf"	"Dutch"	"Trifurcula immundella (Zeller, 1839)"	"0AHCYFCLLXMB"	
"Grote drievorkmot"	"isPreferredNameOf"	"Dutch"	"Trifurcula squamatella Stainton, 1849"	"0AHCYFCLLYMT"	
"Geelvlekdrievorkmot"	"isPreferredNameOf"	"Dutch"	"Trifurcula subnitidella (Duponchel, 1843)"	"0AHCYFCLMAAV"	
"Murray's zeedonderpad"	"isPreferredNameOf"	"Dutch"	"Triglops murrayi Günther, 1888"	"000455864058"	
"Kortlijfplatbek"	"isPreferredNameOf"	"Dutch"	"Triglyphus primus Loew, 1840"	"0AHCYFBMRIAW"	
"Niergalwesp"	"isPreferredNameOf"	"Dutch"	"Trigonaspis megaptera (Hartig, 1801)"	"0AHCYSI07899"	
"Kersgalwesp"	"isPreferredNameOf"	"Dutch"	"Trigonaspis synaspis (Hartig, 1841)"	"0AHCYSI07900"	
"Trigonopeltastes geometrica Schaum, 1841"	"isMisspelledNameOf"	"Scientific"	"Trigonopeltastes geometricus Schaum, 1841"	"0F3FBA024E8A"	
"Malaconothrus novus Sellnick, 1921"	"isSynonymOf"	"Scientific"	"Trimalaconothrus maior (Berlese, 1910)"	"0L1DMBFENT78"	
"Trimalaconothrus novus (Sellnick, 1921)"	"isSynonymOf"	"Scientific"	"Trimalaconothrus maior (Berlese, 1910)"	"0L1DMBFENT78"	
"Cuthona caerulea (Montagu, 1804)"	"isSynonymOf"	"Scientific"	"Trinchesia caerulea (Montagu, 1804)"	"0E3D69D44A4A"	
"Hemelsblauwe knotsslak"	"isPreferredNameOf"	"Dutch"	"Trinchesia caerulea (Montagu, 1804)"	"0E3D69D44A4A"	
"Tenellia caerulea (Montagu, 1804)"	"isSynonymOf"	"Scientific"	"Trinchesia caerulea (Montagu, 1804)"	"0E3D69D44A4A"	
"Cuthona foliata (Forbes & Goodsir, 1839)"	"isSynonymOf"	"Scientific"	"Trinchesia foliata (Forbes & Goodsir, 1839)"	"0AHCYSI11330"	
"Gestreepte knotsslak"	"isPreferredNameOf"	"Dutch"	"Trinchesia foliata (Forbes & Goodsir, 1839)"	"0AHCYSI11330"	
"Tenellia foliata (Forbes & Goodsir, 1839)"	"isSynonymOf"	"Scientific"	"Trinchesia foliata (Forbes & Goodsir, 1839)"	"0AHCYSI11330"	
"Amerikaanse tong"	"isPreferredNameOf"	"Dutch"	"Trinectes maculatus (Bloch & Schneider, 1801)"	"0RGFA0LIDB1T"	
"Siberische grijze ruiter"	"isPreferredNameOf"	"Dutch"	"Tringa brevipes (Vieillot, 1816)"	"064EEB8F4A1B"	
